intermediate                                                FHV95_RS35785   -         -         -          -         18040   19810   +     
intermediate                                                FHV95_RS35790   -         -         -          -         19895   20843   +     
intermediate                                                FHV95_RS35795   -         -         -          -         20994   22386   +     
intermediate                                                FHV95_RS35800   -         -         -          -         22470   23610   -     
intermediate                                                FHV95_RS35805   -         -         -          -         23777   24410   -     
intermediate                                                FHV95_RS35810   -         -         -          -         24409   25705   -     
intermediate                                                FHV95_RS35815   -         -         -          -         25875   26616   +     
intermediate                                                FHV95_RS35825   -         -         -          -         26609   29090   +     
intermediate                                                FHV95_RS35830   -         -         -          -         29219   29573   +     
streptomyces_coelicolor_EG_Tu                               WP_011029795.1  100       100       0          805       29562   30756   -     
intermediate                                                FHV95_RS35835   -         -         -          -         29562   30756   -     
streptomyces_coelicolor_EF_G                                WP_003974302.1  100       100       0          1448      30929   33056   -     
intermediate                                                FHV95_RS35840   -         -         -          -         30929   33056   -     
streptomyces_coelicolor_30s_ribosomal_protein_S7            WP_003974303.1  100       100       1.23e-112  314       33095   33566   -     
intermediate                                                FHV95_RS35845   -         -         -          -         33095   33566   -     
intermediate                                                FHV95_RS35850   -         -         -          -         33568   33940   -     
intermediate                                                FHV95_RS35855   -         -         -          -         34195   35233   -     
intermediate                                                FHV95_RS35860   -         -         -          -         35333   36629   +     
intermediate                                                FHV95_RS35865   -         -         -          -         36645   37233   -     
streptomyces_coelicolor_RpoC                                WP_003974308.1  100       100       0          2659      37342   41242   -     
intermediate                                                FHV95_RS35870   -         -         -          -         37342   41242   -     
streptomyces_coelicolor_RpoB                                WP_011029792.1  100       100       0          2367      41339   44825   -     
intermediate                                                FHV95_RS35875   -         -         -          -         41339   44825   -     
streptomyces_coelicolor_50s_ribosomal_protein_L7/L12        WP_003974310.1  100       100       6.14e-83   237       45414   45798   -     
intermediate                                                FHV95_RS35885   -         -         -          -         45414   45798   -     
intermediate                                                FHV95_RS35890   -         -         -          -         45915   46446   -     
intermediate                                                FHV95_RS35895   -         -         -          -         46764   47613   -     
intermediate                                                FHV95_RS35900   -         -         -          -         47761   48619   -     
intermediate                                                FHV95_RS35905   -         -         -          -         48791   49517   -     
intermediate                                                FHV95_RS35910   -         -         -          -         49600   50035   -     
streptomyces_coelicolor_transcription_antitermination_NUSG  WP_011029791.1  100       100       0          591       50222   51125   -     
intermediate                                                FHV95_RS35915   -         -         -          -         50222   51125   -     
intermediate                                                FHV95_RS35920   -         -         -          -         51205   51490   -     
intermediate                                                FHV95_RS35925   -         -         -          -         51598   51671   -     
intermediate                                                FHV95_RS35930   -         -         -          -         51910   53137   +     
intermediate                                                FHV95_RS35935   -         -         -          -         53262   54294   +     
intermediate                                                FHV95_RS35945   -         -         -          -         54733   55789   -     
intermediate                                                FHV95_RS35950   -         -         -          -         55881   56262   -     
intermediate                                                FHV95_RS35955   -         -         -          -         56299   57772   -     
intermediate                                                FHV95_RS35960   -         -         -          -         57887   58481   -     
intermediate                                                FHV95_RS35965   -         -         -          -         58546   59152   -     
intermediate                                                FHV95_RS35970   -         -         -          -         59216   60041   +     
intermediate                                                FHV95_RS35975   -         -         -          -         60140   60569   -     
intermediate                                                FHV95_RS35980   -         -         -          -         60574   61027   -     
intermediate                                                FHV95_RS35985   -         -         -          -         61122   61287   -     
intermediate                                                FHV95_RS35990   -         -         -          -         61378   61451   -     
intermediate                                                FHV95_RS35995   -         -         -          -         61497   61570   -     
intermediate                                                FHV95_RS36000   -         -         -          -         61795   63100   +     
intermediate                                                FHV95_RS36005   -         -         -          -         63204   63861   +     
intermediate                                                FHV95_RS41400   -         -         -          -         63867   64089   -     
intermediate                                                FHV95_RS36015   -         -         -          -         64157   67058   -     
intermediate                                                FHV95_RS36020   -         -         -          -         68219   69902   +     
intermediate                                                FHV95_RS36025   -         -         -          -         70512   71421   +     
intermediate                                                FHV95_RS36030   -         -         -          -         71521   72187   -     
intermediate                                                FHV95_RS36035   -         -         -          -         72183   72993   -     
intermediate                                                FHV95_RS36040   -         -         -          -         73419   73689   +     
intermediate                                                FHV95_RS36045   -         -         -          -         73685   74219   +     
intermediate                                                FHV95_RS36050   -         -         -          -         74215   75223   +     
intermediate                                                FHV95_RS36055   -         -         -          -         75222   75558   +     
intermediate                                                FHV95_RS40700   -         -         -          -         75572   75728   -     
intermediate                                                FHV95_RS36065   -         -         -          -         75901   76402   +     
intermediate                                                FHV95_RS36070   -         -         -          -         76421   76961   +     
intermediate                                                FHV95_RS36075   -         -         -          -         76975   79021   +     
intermediate                                                FHV95_RS36080   -         -         -          -         79194   79662   +     
intermediate                                                FHV95_RS36085   -         -         -          -         79751   80603   +     
intermediate                                                FHV95_RS36090   -         -         -          -         80604   82077   +     
intermediate                                                FHV95_RS36095   -         -         -          -         82514   82700   +     
intermediate                                                FHV95_RS36100   -         -         -          -         82760   84128   +     
intermediate                                                FHV95_RS36105   -         -         -          -         84292   84374   -     
intermediate                                                FHV95_RS36110   -         -         -          -         84609   85098   +     
intermediate                                                FHV95_RS36115   -         -         -          -         85205   85472   -     
intermediate                                                FHV95_RS36120   -         -         -          -         85611   86856   +     
intermediate                                                FHV95_RS36125   -         -         -          -         86934   87528   -     
intermediate                                                FHV95_RS36130   -         -         -          -         87625   88042   -     
intermediate                                                FHV95_RS36135   -         -         -          -         88038   88902   -     
intermediate                                                FHV95_RS36140   -         -         -          -         89128   90676   -     
intermediate                                                FHV95_RS36145   -         -         -          -         90672   92277   -     
intermediate                                                FHV95_RS36150   -         -         -          -         92283   94278   -     
intermediate                                                FHV95_RS36155   -         -         -          -         94274   94667   -     
intermediate                                                FHV95_RS36160   -         -         -          -         94666   95260   -     
intermediate                                                FHV95_RS36165   -         -         -          -         95256   95850   -     
intermediate                                                FHV95_RS36170   -         -         -          -         95849   96818   -     
intermediate                                                FHV95_RS36175   -         -         -          -         96814   98176   -     
intermediate                                                FHV95_RS36180   -         -         -          -         98172   98877   -     
intermediate                                                FHV95_RS36185   -         -         -          -         98867   99308   -     
intermediate                                                FHV95_RS36190   -         -         -          -         99503   100727  +     
intermediate                                                FHV95_RS36195   -         -         -          -         100840  101125  +     


Streptomyces coelicolor JCM 4020
================================
AP025454.1
----------
Cluster 33, score 9.6054:
Query                                                       Subject         Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate                                                JCM4020_47170   -         -         -          -         282      1293     +     
intermediate                                                JCM4020_47180   -         -         -          -         1551     2805     +     
intermediate                                                JCM4020_47190   -         -         -          -         2857     3841     +     
intermediate                                                JCM4020_47200   -         -         -          -         3827     4772     +     
intermediate                                                JCM4020_47210   -         -         -          -         4799     5402     -     
intermediate                                                JCM4020_47220   -         -         -          -         5651     7028     +     
intermediate                                                JCM4020_47230   -         -         -          -         7064     8039     -     
intermediate                                                JCM4020_47240   -         -         -          -         8249     8720     -     
intermediate                                                JCM4020_47250   -         -         -          -         8849     9422     +     
intermediate                                                JCM4020_47260   -         -         -          -         9445     10522    -     
intermediate                                                JCM4020_47270   -         -         -          -         10667    11522    -     
intermediate                                                JCM4020_47280   -         -         -          -         11687    12746    -     
intermediate                                                JCM4020_47290   -         -         -          -         12738    14676    -     
intermediate                                                JCM4020_47300   -         -         -          -         15005    15665    -     
intermediate                                                JCM4020_47310   -         -         -          -         16016    17384    -     
intermediate                                                JCM4020_47320   -         -         -          -         17497    18724    -     
intermediate                                                JCM4020_47330   -         -         -          -         18919    19360    +     
intermediate                                                JCM4020_47340   -         -         -          -         19350    20007    +     
intermediate                                                JCM4020_47350   -         -         -          -         20003    21398    +     
intermediate                                                JCM4020_47360   -         -         -          -         21394    22363    +     
intermediate                                                JCM4020_47370   -         -         -          -         22362    22956    +     
intermediate                                                JCM4020_47380   -         -         -          -         22952    23546    +     
intermediate                                                JCM4020_47390   -         -         -          -         23545    23938    +     
intermediate                                                JCM4020_47400   -         -         -          -         23934    25929    +     
intermediate                                                JCM4020_47410   -         -         -          -         25959    27540    +     
intermediate                                                JCM4020_47420   -         -         -          -         27536    29084    +     
intermediate                                                JCM4020_47430   -         -         -          -         29310    30174    +     
intermediate                                                JCM4020_47440   -         -         -          -         30170    30587    +     
intermediate                                                JCM4020_47450   -         -         -          -         30684    31278    +     
intermediate                                                JCM4020_47460   -         -         -          -         31356    32601    -     
intermediate                                                JCM4020_47470   -         -         -          -         32740    33007    +     
intermediate                                                JCM4020_47480   -         -         -          -         33106    33595    -     
intermediate                                                JCM4020_t00630  -         -         -          -         33830    33913    +     
intermediate                                                JCM4020_47490   -         -         -          -         34073    36974    +     
intermediate                                                JCM4020_47500   -         -         -          -         37270    37927    -     
intermediate                                                JCM4020_47510   -         -         -          -         38031    39336    -     
intermediate                                                JCM4020_t00640  -         -         -          -         39561    39635    +     
intermediate                                                JCM4020_t00650  -         -         -          -         39680    39754    +     
intermediate                                                JCM4020_47520   -         -         -          -         39844    40009    +     
intermediate                                                JCM4020_47530   -         -         -          -         40104    40557    +     
intermediate                                                JCM4020_47540   -         -         -          -         40562    40991    +     
intermediate                                                JCM4020_47550   -         -         -          -         41095    41920    -     
intermediate                                                JCM4020_47560   -         -         -          -         41924    42131    -     
intermediate                                                JCM4020_47570   -         -         -          -         42023    42590    +     
intermediate                                                JCM4020_47580   -         -         -          -         42655    43249    +     
intermediate                                                JCM4020_47590   -         -         -          -         43364    44837    +     
intermediate                                                JCM4020_47600   -         -         -          -         44874    45255    +     
intermediate                                                JCM4020_47610   -         -         -          -         45347    46403    +     
intermediate                                                JCM4020_47620   -         -         -          -         46832    47864    -     
intermediate                                                JCM4020_47630   -         -         -          -         47989    49216    -     
intermediate                                                JCM4020_t00660  -         -         -          -         49455    49529    +     
intermediate                                                JCM4020_47640   -         -         -          -         49636    49921    +     
intermediate                                                JCM4020_47650   -         -         -          -         50001    50904    +     
intermediate                                                JCM4020_47660   -         -         -          -         51091    51526    +     
intermediate                                                JCM4020_47670   -         -         -          -         51609    52335    +     
intermediate                                                JCM4020_47680   -         -         -          -         52507    53365    +     
intermediate                                                JCM4020_47690   -         -         -          -         53531    54362    +     
intermediate                                                JCM4020_47700   -         -         -          -         54680    55211    +     
intermediate                                                JCM4020_47710   -         -         -          -         55328    55712    +     
intermediate                                                JCM4020_47720   -         -         -          -         56301    59787    +     
intermediate                                                JCM4020_47730   -         -         -          -         59884    63784    +     
intermediate                                                JCM4020_47740   -         -         -          -         64016    64343    +     
intermediate                                                JCM4020_47750   -         -         -          -         64359    65655    -     
intermediate                                                JCM4020_47760   -         -         -          -         65755    66781    +     
intermediate                                                JCM4020_47770   -         -         -          -         67036    67408    +     
intermediate                                                JCM4020_47780   -         -         -          -         67410    67881    +     
intermediate                                                JCM4020_47790   -         -         -          -         67920    70047    +     
intermediate                                                JCM4020_47800   -         -         -          -         70220    71414    +     
intermediate                                                JCM4020_47810   -         -         -          -         71403    71757    -     
intermediate                                                JCM4020_47820   -         -         -          -         71888    74369    -     
intermediate                                                JCM4020_47830   -         -         -          -         74362    75103    -     
intermediate                                                JCM4020_47840   -         -         -          -         75153    76569    +     
intermediate                                                JCM4020_47850   -         -         -          -         76568    77201    +     
intermediate                                                JCM4020_47860   -         -         -          -         77368    78508    +     
intermediate                                                JCM4020_47870   -         -         -          -         78592    79939    -     
intermediate                                                JCM4020_47880   -         -         -          -         80090    81026    -     
intermediate                                                JCM4020_47890   -         -         -          -         81123    82893    -     
intermediate                                                JCM4020_47900   -         -         -          -         82897    83917    -     
intermediate                                                JCM4020_47910   -         -         -          -         83973    84366    +     
intermediate                                                JCM4020_47920   -         -         -          -         84378    85275    -     
intermediate                                                JCM4020_47930   -         -         -          -         85292    86162    -     
intermediate                                                JCM4020_47940   -         -         -          -         86409    87024    -     
intermediate                                                JCM4020_47950   -         -         -          -         86956    87805    +     
intermediate                                                JCM4020_47960   -         -         -          -         87801    87993    +     
intermediate                                                JCM4020_47970   -         -         -          -         87943    88843    -     
intermediate                                                JCM4020_47980   -         -         -          -         88929    89688    +     
intermediate                                                JCM4020_47990   -         -         -          -         89689    89899    +     
intermediate                                                JCM4020_48000   -         -         -          -         90073    91432    +     
intermediate                                                JCM4020_48010   -         -         -          -         91780    91984    +     
intermediate                                                JCM4020_48020   -         -         -          -         92176    93598    +     
intermediate                                                JCM4020_48030   -         -         -          -         93643    93955    +     
intermediate                                                JCM4020_48040   -         -         -          -         93990    94350    -     
intermediate                                                JCM4020_48050   -         -         -          -         94402    94759    -     
intermediate                                                JCM4020_48060   -         -         -          -         95259    95592    +     
intermediate                                                JCM4020_48070   -         -         -          -         95665    96553    +     
intermediate                                                JCM4020_48080   -         -         -          -         96644    97292    +     
intermediate                                                JCM4020_48090   -         -         -          -         97388    98249    +     
intermediate                                                JCM4020_48100   -         -         -          -         98279    98747    +     
intermediate                                                JCM4020_48110   -         -         -          -         98874    103338   +     
intermediate                                                JCM4020_48120   -         -         -          -         103358   103808   +     
intermediate                                                JCM4020_48130   -         -         -          -         104308   104617   +     
intermediate                                                JCM4020_48140   -         -         -          -         104633   105278   +     
intermediate                                                JCM4020_48150   -         -         -          -         105286   105946   +     
intermediate                                                JCM4020_48160   -         -         -          -         105945   106365   +     
intermediate                                                JCM4020_48170   -         -         -          -         106405   107242   +     
intermediate                                                JCM4020_48180   -         -         -          -         107254   107536   +     
intermediate                                                JCM4020_48190   -         -         -          -         107578   107926   +     
intermediate                                                JCM4020_48200   -         -         -          -         107925   108759   +     
intermediate                                                JCM4020_48210   -         -         -          -         108764   109184   +     
intermediate                                                JCM4020_48220   -         -         -          -         109183   109408   +     
intermediate                                                JCM4020_48230   -         -         -          -         109407   109695   +     
intermediate                                                JCM4020_48240   -         -         -          -         109802   110171   +     
intermediate                                                JCM4020_48250   -         -         -          -         110173   110497   +     
intermediate                                                JCM4020_48260   -         -         -          -         110496   111054   +     
intermediate                                                JCM4020_48270   -         -         -          -         111059   111245   +     
intermediate                                                JCM4020_48280   -         -         -          -         111456   111855   +     
intermediate                                                JCM4020_48290   -         -         -          -         111879   112419   +     
intermediate                                                JCM4020_48300   -         -         -          -         112422   112806   +     
intermediate                                                JCM4020_48310   -         -         -          -         112849   113455   +     
intermediate                                                JCM4020_48320   -         -         -          -         113457   113640   +     
intermediate                                                JCM4020_48330   -         -         -          -         113642   114098   +     
intermediate                                                JCM4020_48340   -         -         -          -         114354   115668   +     
intermediate                                                JCM4020_48350   -         -         -          -         115667   116321   +     
intermediate                                                JCM4020_48360   -         -         -          -         116472   117309   +     
intermediate                                                JCM4020_48370   -         -         -          -         117450   117672   +     
intermediate                                                JCM4020_48380   -         -         -          -         118042   118423   +     
intermediate                                                JCM4020_48390   -         -         -          -         118490   118895   +     
intermediate                                                JCM4020_48400   -         -         -          -         119026   120049   +     
intermediate                                                JCM4020_48410   -         -         -          -         120243   120750   +     
intermediate                                                JCM4020_48420   -         -         -          -         120889   121414   +     
streptomyces_coelicolor_transcription_antitermination_NUSG  BDD74145.1      100       100       0          591       5152030  5152933  +     
streptomyces_coelicolor_50s_ribosomal_protein_L7/L12        BDD74151.1      100       100       6.14e-83   237       5157357  5157741  +     
streptomyces_coelicolor_RpoC                                BDD74153.1      100       100       0          2659      5161913  5165813  +     
streptomyces_coelicolor_30s_ribosomal_protein_S7            BDD74158.1      100       100       1.23e-112  314       5169439  5169910  +     
streptomyces_coelicolor_EF_G                                BDD74159.1      100       100       0          1448      5169949  5172076  +     
streptomyces_coelicolor_EG_Tu                               BDD74160.1      100       100       0          805       5172249  5173443  +     


Streptomyces coelicolor M1154/pAMX4
===================================
JAATOK010000010.1
-----------------
Cluster 34, score 11.8421:
Query                                                       Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate                                                HCU41_19690  -         -         -          -         117     1809    -     
intermediate                                                HCU41_19695  -         -         -          -         1936    2404    -     
intermediate                                                HCU41_19700  -         -         -          -         2434    3558    -     
intermediate                                                HCU41_19705  -         -         -          -         3657    4305    -     
intermediate                                                HCU41_19710  -         -         -          -         4396    5284    -     
intermediate                                                HCU41_19715  -         -         -          -         5357    5690    -     
intermediate                                                HCU41_19720  -         -         -          -         6189    6546    +     
intermediate                                                HCU41_19725  -         -         -          -         6597    6957    +     
intermediate                                                HCU41_19730  -         -         -          -         6992    7304    -     
intermediate                                                HCU41_19735  -         -         -          -         7349    8771    -     
intermediate                                                HCU41_19740  -         -         -          -         8966    9170    -     
intermediate                                                HCU41_19745  -         -         -          -         9518    10877   -     
intermediate                                                HCU41_19750  -         -         -          -         11051   11261   -     
intermediate                                                HCU41_19755  -         -         -          -         11262   12021   -     
intermediate                                                HCU41_19760  -         -         -          -         12116   13007   +     
intermediate                                                HCU41_19765  -         -         -          -         12957   13149   -     
intermediate                                                HCU41_19770  -         -         -          -         13145   13994   -     
intermediate                                                HCU41_19775  -         -         -          -         14106   14541   +     
intermediate                                                HCU41_19780  -         -         -          -         14788   15661   +     
intermediate                                                HCU41_19785  -         -         -          -         15678   16587   +     
intermediate                                                HCU41_19790  -         -         -          -         16599   16992   -     
intermediate                                                HCU41_19795  -         -         -          -         17048   18068   +     
intermediate                                                HCU41_19800  -         -         -          -         18072   19842   +     
intermediate                                                HCU41_19805  -         -         -          -         19927   20875   +     
intermediate                                                HCU41_19810  -         -         -          -         21026   22418   +     
intermediate                                                HCU41_19815  -         -         -          -         22502   23642   -     
intermediate                                                HCU41_19820  -         -         -          -         23809   24442   -     
intermediate                                                HCU41_19825  -         -         -          -         24441   25737   -     
intermediate                                                HCU41_19830  -         -         -          -         25907   26648   +     
intermediate                                                HCU41_19835  -         -         -          -         26641   29122   +     
intermediate                                                HCU41_19840  -         -         -          -         29251   29605   +     
streptomyces_coelicolor_EG_Tu                               NSL81511.1   100       100       0          805       29594   30788   -     
intermediate                                                HCU41_19845  -         -         -          -         29594   30788   -     
streptomyces_coelicolor_EF_G                                NSL81512.1   100       100       0          1448      30961   33088   -     
intermediate                                                HCU41_19850  -         -         -          -         30961   33088   -     
streptomyces_coelicolor_30s_ribosomal_protein_S7            NSL81513.1   100       100       1.23e-112  314       33127   33598   -     
intermediate                                                HCU41_19855  -         -         -          -         33127   33598   -     
intermediate                                                HCU41_19860  -         -         -          -         33600   33972   -     
intermediate                                                HCU41_19865  -         -         -          -         34227   35265   -     
intermediate                                                HCU41_19870  -         -         -          -         35365   36661   +     
intermediate                                                HCU41_19875  -         -         -          -         36677   37265   -     
streptomyces_coelicolor_RpoC                                NSL81518.1   100       100       0          2659      37374   41274   -     
intermediate                                                HCU41_19880  -         -         -          -         37374   41274   -     
streptomyces_coelicolor_RpoB                                NSL81519.1   100       100       0          2367      41371   44857   -     
intermediate                                                HCU41_19885  -         -         -          -         41371   44857   -     
streptomyces_coelicolor_50s_ribosomal_protein_L7/L12        NSL81520.1   100       100       6.14e-83   237       45446   45830   -     
intermediate                                                HCU41_19890  -         -         -          -         45446   45830   -     
intermediate                                                HCU41_19895  -         -         -          -         45947   46478   -     
intermediate                                                HCU41_19900  -         -         -          -         46796   47645   -     
intermediate                                                HCU41_19905  -         -         -          -         47793   48651   -     
intermediate                                                HCU41_19910  -         -         -          -         48823   49549   -     
intermediate                                                HCU41_19915  -         -         -          -         49632   50067   -     
streptomyces_coelicolor_transcription_antitermination_NUSG  NSL81526.1   100       100       0          591       50254   51157   -     
intermediate                                                HCU41_19920  -         -         -          -         50254   51157   -     
intermediate                                                HCU41_19925  -         -         -          -         51237   51522   -     
intermediate                                                HCU41_19930  -         -         -          -         51630   51703   -     
intermediate                                                HCU41_19935  -         -         -          -         51942   53169   +     
intermediate                                                HCU41_19940  -         -         -          -         53294   54326   +     
intermediate                                                HCU41_19945  -         -         -          -         54501   54582   +     
intermediate                                                HCU41_19950  -         -         -          -         54808   55864   -     
intermediate                                                HCU41_19955  -         -         -          -         55956   56337   -     
intermediate                                                HCU41_19960  -         -         -          -         56374   57847   -     
intermediate                                                HCU41_19965  -         -         -          -         57962   58556   -     
intermediate                                                HCU41_19970  -         -         -          -         58621   59227   -     
intermediate                                                HCU41_19975  -         -         -          -         59291   60116   +     
intermediate                                                HCU41_19980  -         -         -          -         60215   60644   -     
intermediate                                                HCU41_19985  -         -         -          -         60649   61102   -     
intermediate                                                HCU41_19990  -         -         -          -         61197   61362   -     
intermediate                                                HCU41_19995  -         -         -          -         61453   61526   -     
intermediate                                                HCU41_20000  -         -         -          -         61572   61645   -     
intermediate                                                HCU41_20005  -         -         -          -         61870   63175   +     
intermediate                                                HCU41_20010  -         -         -          -         63279   63936   +     
intermediate                                                HCU41_20015  -         -         -          -         63942   64164   -     
intermediate                                                HCU41_20020  -         -         -          -         64232   67133   -     
intermediate                                                HCU41_20025  -         -         -          -         68294   69977   +     
intermediate                                                HCU41_20030  -         -         -          -         70587   71496   +     
intermediate                                                HCU41_20035  -         -         -          -         71596   72262   -     
intermediate                                                HCU41_20040  -         -         -          -         72258   73068   -     
intermediate                                                HCU41_20045  -         -         -          -         73494   73764   +     
intermediate                                                HCU41_20050  -         -         -          -         73760   74294   +     
intermediate                                                HCU41_20055  -         -         -          -         74290   75298   +     
intermediate                                                HCU41_20060  -         -         -          -         75297   75633   +     
intermediate                                                HCU41_20065  -         -         -          -         75647   75803   -     
intermediate                                                HCU41_20070  -         -         -          -         75976   76477   +     
intermediate                                                HCU41_20075  -         -         -          -         76496   77036   +     
intermediate                                                HCU41_20080  -         -         -          -         77050   79096   +     
intermediate                                                HCU41_20085  -         -         -          -         79269   79737   +     
intermediate                                                HCU41_20090  -         -         -          -         79826   80678   +     
intermediate                                                HCU41_20095  -         -         -          -         80679   82152   +     
intermediate                                                HCU41_20100  -         -         -          -         82589   82775   +     
intermediate                                                HCU41_20105  -         -         -          -         82835   84203   +     
intermediate                                                HCU41_20110  -         -         -          -         84367   84449   -     
intermediate                                                HCU41_20115  -         -         -          -         84684   85173   +     
intermediate                                                HCU41_20120  -         -         -          -         85280   85547   -     
intermediate                                                HCU41_20125  -         -         -          -         85686   86931   +     
